Initial Proficiency (%),Session Duration (minutes),Improvement Rate (%),Total Days Required,Minutes Per Day,Target Proficiency (%)
59.67,29.51,0.2,153,0.19,90
70.98,48.05,0.23,82,0.59,90
69.49,47.27,0.24,86,0.55,90
59.01,48.71,0.33,94,0.52,90
12.67,20.06,0.29,265,0.08,90
18.2,46.69,0.64,113,0.41,90
32.82,32.21,0.36,159,0.2,90
42.74,17.9,0.17,277,0.06,90
1.27,52.06,0.86,104,0.5,90
6.67,10.28,0.16,522,0.02,90
21.31,55.9,0.73,94,0.59,90
62.18,52.59,0.33,84,0.63,90
57.2,48.38,0.35,96,0.5,90
70.74,38.81,0.19,102,0.38,90
27.84,24.1,0.29,215,0.11,90
70.59,49.68,0.24,80,0.62,90
49.49,48.06,0.4,101,0.48,90
33.38,10.65,0.12,479,0.02,90
37.17,37.71,0.39,134,0.28,90
65.74,19.98,0.11,213,0.09,90
59.2,34.47,0.23,132,0.26,90
3.54,35.84,0.58,151,0.24,90
50.83,23.98,0.2,200,0.12,90
70.41,30.43,0.15,131,0.23,90
41.49,10.88,0.11,458,0.02,90
36.31,34.98,0.37,145,0.24,90
3.25,46.28,0.75,117,0.4,90
38.74,38.37,0.39,131,0.29,90
65.58,27.2,0.16,157,0.17,90
79.82,11.74,0.04,258,0.05,90
30.9,17.28,0.2,298,0.06,90
56.42,42.21,0.31,110,0.38,90
78.22,40.14,0.15,81,0.5,90
1.45,34.78,0.57,156,0.22,90
27.48,20.85,0.25,249,0.08,90
12.11,31.87,0.47,167,0.19,90
24.08,51.19,0.65,102,0.5,90
27.58,17.59,0.21,294,0.06,90
26.64,24.76,0.3,210,0.12,90
7.54,13.2,0.2,406,0.03,90
60.95,21.03,0.14,213,0.1,90
53.59,46.34,0.36,102,0.45,90
22.71,58.83,0.76,89,0.66,90
28.84,10.97,0.13,471,0.02,90
66.24,54.77,0.31,78,0.7,90
20.23,14.83,0.2,354,0.04,90
56.58,23.32,0.17,199,0.12,90
56.95,50.22,0.36,92,0.55,90
4.49,27.46,0.44,196,0.14,90
66.1,22.6,0.13,188,0.12,90
51.84,11.93,0.1,399,0.03,90
72.04,28.56,0.13,135,0.21,90
54.85,37.51,0.28,125,0.3,90
60.61,34.66,0.23,130,0.27,90
16.01,56.47,0.79,94,0.6,90
0.09,40.74,0.68,133,0.31,90
2.42,24.21,0.39,223,0.11,90
48.35,58.57,0.5,83,0.71,90
17.11,37.78,0.52,140,0.27,90
15.49,50.35,0.71,106,0.47,90
2.01,35.82,0.58,151,0.24,90
6.18,14.48,0.23,371,0.04,90
55.65,27.83,0.21,168,0.17,90
2.03,31.28,0.51,173,0.18,90
66.34,21.74,0.12,195,0.11,90
12.77,47.76,0.69,112,0.43,90
69.32,55.65,0.28,73,0.76,90
58.32,42.54,0.3,108,0.39,90
74.84,44,0.18,83,0.53,90
24.49,51.13,0.64,102,0.5,90
3.63,10.99,0.18,490,0.02,90
2.58,27.57,0.45,196,0.14,90
72.24,40.14,0.19,96,0.42,90
66.75,28.38,0.16,148,0.19,90
36.85,23.1,0.24,219,0.11,90
54.19,14.85,0.11,316,0.05,90
66.74,26.63,0.15,158,0.17,90
32.41,44.42,0.5,116,0.38,90
66.26,28.23,0.16,150,0.19,90
13.69,44.32,0.64,120,0.37,90
31.2,34.15,0.39,151,0.23,90
65.96,56.27,0.32,76,0.74,90
27.94,36.75,0.44,141,0.26,90
17.07,39.28,0.54,135,0.29,90
36.02,23.49,0.25,216,0.11,90
25.46,31.85,0.4,164,0.19,90
76.48,21.92,0.09,158,0.14,90
59.37,40.85,0.28,111,0.37,90
20.67,45.47,0.6,116,0.39,90
67.92,58.93,0.32,71,0.83,90
10.72,12.03,0.18,443,0.03,90
19.27,17.44,0.23,302,0.06,90
6.65,50.64,0.79,106,0.48,90
10.05,19.16,0.29,279,0.07,90
67.5,16.6,0.09,251,0.07,90
68.74,45.5,0.24,90,0.51,90
30.69,38.89,0.45,133,0.29,90
9.38,32.72,0.49,164,0.2,90
2.48,54.25,0.88,100,0.54,90
29.14,51.81,0.61,100,0.52,90
38.94,22.75,0.23,221,0.1,90
47.92,12.9,0.11,376,0.03,90
34.87,20,0.22,254,0.08,90
0.1,48.04,0.8,113,0.43,90
18.6,20.76,0.28,254,0.08,90
55.78,50.66,0.37,92,0.55,90
5.82,44.57,0.7,121,0.37,90
48.07,12.45,0.11,390,0.03,90
29.67,33.69,0.39,153,0.22,90
79.47,36.67,0.13,84,0.44,90
25.46,41.93,0.52,124,0.34,90
10.59,56.88,0.85,94,0.61,90
44.52,33.06,0.31,149,0.22,90
60.67,33.15,0.22,135,0.25,90
2.62,14.57,0.24,370,0.04,90
72.38,35.46,0.16,108,0.33,90
26.76,42.98,0.52,121,0.36,90
66.73,41.2,0.23,102,0.4,90
23.1,43.9,0.56,119,0.37,90
46.93,45.19,0.4,108,0.42,90
13.8,47.55,0.68,112,0.42,90
55.69,28.87,0.21,161,0.18,90
41.92,30.32,0.29,164,0.18,90
37.33,18.77,0.2,269,0.07,90
48.78,50.39,0.43,96,0.52,90
2.66,25.6,0.42,211,0.12,90
8.34,43.93,0.67,122,0.36,90
19.61,48.53,0.65,109,0.45,90
47.59,22.91,0.2,212,0.11,90
20.65,14.21,0.19,370,0.04,90
61.01,46.23,0.3,97,0.48,90
49.54,58.98,0.5,82,0.72,90
76.94,18.4,0.07,185,0.1,90
66.27,46.6,0.26,91,0.51,90
28.4,45.96,0.55,113,0.41,90
62.35,31.31,0.2,141,0.22,90
63.46,59.55,0.36,74,0.8,90
1.07,43.55,0.72,124,0.35,90
61.95,31.94,0.2,139,0.23,90
78.01,44.16,0.16,75,0.59,90
75.84,17.3,0.07,204,0.08,90
9.39,50.22,0.76,107,0.47,90
44.87,19.9,0.18,247,0.08,90
70.2,49.93,0.25,80,0.62,90
38.74,13.16,0.13,382,0.03,90
11.85,32.08,0.47,166,0.19,90
37.45,56.07,0.58,90,0.62,90
57.19,46.67,0.33,99,0.47,90
73.85,44.7,0.19,83,0.54,90
70.94,45.92,0.22,86,0.53,90
47.02,42.35,0.37,115,0.37,90
50.34,32.73,0.27,147,0.22,90
64.43,14.53,0.09,297,0.05,90
13.23,37.1,0.54,144,0.26,90
26.6,41.69,0.51,125,0.33,90
44.31,24.46,0.23,202,0.12,90
0.27,45.44,0.76,119,0.38,90
40.32,24.12,0.24,208,0.12,90
59.17,32.63,0.22,139,0.23,90
32.52,35.72,0.4,144,0.25,90
18.99,55.64,0.75,95,0.59,90
44.11,33.01,0.31,150,0.22,90
66.65,13.07,0.07,322,0.04,90
21.05,41.62,0.55,126,0.33,90
43.59,49.81,0.47,100,0.5,90
22.76,47.47,0.61,111,0.43,90
32.61,59.28,0.67,87,0.68,90
67.05,59.53,0.33,71,0.84,90
26.31,12.91,0.16,402,0.03,90
54.44,18.21,0.14,258,0.07,90
70.02,37.99,0.19,106,0.36,90
67.21,52.59,0.29,80,0.66,90
67.95,34.61,0.18,120,0.29,90
40.97,12.39,0.12,403,0.03,90
52.82,56.38,0.44,84,0.67,90
66.53,35.65,0.2,119,0.3,90
12.09,12.87,0.19,414,0.03,90
63.09,35.52,0.22,124,0.29,90
10.59,37.38,0.56,143,0.26,90
69.17,26.1,0.13,156,0.17,90
16.83,50.82,0.7,104,0.49,90
20.29,25.77,0.34,204,0.13,90
24.41,34.11,0.43,153,0.22,90
14.77,26.79,0.38,198,0.14,90
54.75,43.59,0.33,108,0.4,90
67.33,46.67,0.25,90,0.52,90
6.63,38.51,0.6,140,0.28,90
57.59,11.38,0.08,403,0.03,90
45.1,15.25,0.14,322,0.05,90
2.19,46.63,0.76,116,0.4,90
57.11,38.31,0.27,121,0.32,90
35.59,37.29,0.4,136,0.27,90
26.26,32.1,0.39,162,0.2,90
41.94,23.85,0.23,209,0.11,90
28.77,29.44,0.35,176,0.17,90
59.36,10.23,0.07,443,0.02,90
71.43,11.91,0.06,328,0.04,90
60.6,28.84,0.19,156,0.18,90
37.41,45.4,0.47,112,0.41,90
4.78,29.18,0.46,185,0.16,90
36.83,39.74,0.42,128,0.31,90
64.13,21.17,0.13,205,0.1,90
45.66,15.58,0.14,315,0.05,90
43.28,45.08,0.43,110,0.41,90
58.01,24.13,0.17,190,0.13,90
26.19,38.73,0.48,134,0.29,90
60.7,19.58,0.13,229,0.09,90
17.87,20.92,0.29,252,0.08,90
8.61,56.25,0.86,95,0.59,90
0.42,49.55,0.82,109,0.45,90
41.8,52.05,0.5,96,0.54,90
9.57,46.4,0.7,115,0.4,90
62.23,18.32,0.12,241,0.08,90
48.35,46.51,0.4,105,0.44,90
25.75,19.9,0.25,261,0.08,90
5.53,56.51,0.89,95,0.59,90
30.73,50.67,0.58,102,0.5,90
71.05,24.36,0.12,162,0.15,90
77.65,29.9,0.11,111,0.27,90
26.42,46.8,0.57,111,0.42,90
48.39,59.74,0.51,81,0.74,90
72.89,37.38,0.17,102,0.37,90
51.34,13.96,0.11,342,0.04,90
49.58,15.23,0.13,316,0.05,90
60.81,55.14,0.36,82,0.67,90
49.24,25.43,0.22,190,0.13,90
46.57,22.02,0.2,222,0.1,90
60.69,48.24,0.32,93,0.52,90
18.33,14.54,0.2,363,0.04,90
23.87,22.08,0.28,236,0.09,90
61.79,18.28,0.12,243,0.08,90
78.9,13.06,0.05,242,0.05,90
32.27,48.13,0.54,107,0.45,90
33.98,25.1,0.28,203,0.12,90
1.38,43.63,0.72,124,0.35,90
17.71,58.49,0.8,91,0.64,90
57.76,43.32,0.3,106,0.41,90
51.24,36.82,0.3,130,0.28,90
52.6,57.07,0.45,83,0.69,90
58.04,56.31,0.39,82,0.69,90
61.96,46.1,0.29,96,0.48,90
52.21,42.99,0.34,111,0.39,90
36.56,35.47,0.38,143,0.25,90
64.62,14.47,0.09,298,0.05,90
63.05,31.43,0.19,140,0.22,90
59.41,22.47,0.15,202,0.11,90
77.53,15.86,0.06,211,0.08,90
36.32,47,0.5,108,0.44,90
55.7,23.08,0.17,202,0.11,90
53.14,25.31,0.2,187,0.14,90
2.6,11.94,0.19,451,0.03,90
62.76,36.49,0.23,121,0.3,90
78.08,48.86,0.18,67,0.73,90
40.65,16.02,0.16,312,0.05,90
68.98,49.92,0.26,82,0.61,90
27.54,10.68,0.13,485,0.02,90
34.88,12.71,0.14,400,0.03,90
18.68,27.02,0.37,195,0.14,90
0.12,54.8,0.91,99,0.55,90
77.35,47.91,0.18,70,0.68,90
72.43,26.78,0.12,143,0.19,90
9.73,50.55,0.76,106,0.48,90
28.38,52.26,0.62,99,0.53,90
72.99,58.66,0.26,65,0.9,90
2.25,58.09,0.95,93,0.62,90
24.3,30.13,0.38,173,0.17,90
0.71,15.61,0.26,346,0.05,90
50.81,52.16,0.43,92,0.57,90
63.78,44.62,0.27,98,0.46,90
72.19,19.18,0.09,201,0.1,90
37.45,17.59,0.18,287,0.06,90
70.55,52.32,0.26,76,0.69,90
50.31,31.4,0.26,153,0.21,90
68.51,48.51,0.25,85,0.57,90
28.26,19.19,0.23,270,0.07,90
69.6,56.86,0.29,71,0.8,90
2.31,13.02,0.21,414,0.03,90
5.54,44.45,0.7,121,0.37,90
46.05,17.41,0.16,281,0.06,90
15.05,40.38,0.57,132,0.31,90
4.49,53.04,0.84,102,0.52,90
36.92,55.15,0.58,92,0.6,90
13.46,47.74,0.69,112,0.43,90
14.28,42.59,0.61,125,0.34,90
58.28,32.28,0.22,142,0.23,90
24.2,41.9,0.53,125,0.34,90
24.8,41.57,0.52,126,0.33,90
41.12,15.28,0.15,326,0.05,90
16.67,20.92,0.29,253,0.08,90
5.78,58.6,0.92,92,0.64,90
49.61,27.4,0.23,176,0.16,90
37.48,22.6,0.24,224,0.1,90
39.6,53.88,0.54,93,0.58,90
39,32.45,0.33,155,0.21,90
17.26,24.23,0.33,218,0.11,90
71.7,37.96,0.18,103,0.37,90
44.92,31.09,0.29,158,0.2,90
60.63,24.97,0.16,180,0.14,90
76.96,58.3,0.22,59,0.99,90
56.16,52,0.38,90,0.58,90
18.91,30.48,0.41,173,0.18,90
41.98,39.57,0.38,126,0.31,90
8.62,35.95,0.55,149,0.24,90
20.85,21.92,0.29,240,0.09,90
1.74,48.11,0.79,113,0.43,90
44.24,53.97,0.5,92,0.59,90
25.21,10.16,0.13,512,0.02,90
76.71,12.43,0.05,276,0.05,90
64.28,18.45,0.11,235,0.08,90
46.42,15.74,0.14,311,0.05,90
51.57,49.43,0.4,97,0.51,90
9.36,50.99,0.77,105,0.49,90
70.36,35.06,0.17,114,0.31,90
56.93,13.96,0.1,330,0.04,90
46.86,51.73,0.46,95,0.54,90
24.05,47.81,0.61,109,0.44,90
54.69,55.39,0.42,85,0.65,90
9.12,42.83,0.65,125,0.34,90
41.81,53.13,0.52,94,0.57,90
18.07,40.57,0.55,130,0.31,90
69.35,23.47,0.12,173,0.14,90
29.36,22.25,0.26,232,0.1,90
19.22,54.36,0.73,97,0.56,90
0.89,33.22,0.55,163,0.2,90
64.51,30.66,0.18,141,0.22,90
20.92,49.08,0.65,107,0.46,90
55.7,15.72,0.12,296,0.05,90
15.14,12.18,0.17,435,0.03,90
12.52,41.17,0.6,130,0.32,90
76.62,36.69,0.14,94,0.39,90
79.17,51.37,0.18,61,0.84,90
30.41,57.74,0.67,89,0.65,90
57.53,38.72,0.27,119,0.33,90
6.97,31.53,0.49,170,0.19,90
24.04,37.99,0.48,138,0.28,90
50.33,29.36,0.24,164,0.18,90
14.08,58.07,0.83,92,0.63,90
32.74,33.64,0.38,152,0.22,90
3,58.55,0.95,92,0.64,90
54.06,45.13,0.35,105,0.43,90
60.82,26.41,0.17,170,0.16,90
59.04,19.58,0.13,232,0.08,90
75.01,26.39,0.11,137,0.19,90
59.57,14.71,0.1,308,0.05,90
23.69,34.6,0.44,151,0.23,90
76.73,33.69,0.13,102,0.33,90
76.76,36.7,0.14,94,0.39,90
64.83,51.67,0.3,84,0.62,90
15.78,28.66,0.4,185,0.15,90
45.03,26.12,0.24,188,0.14,90
61.92,16.9,0.11,262,0.06,90
75.47,35.78,0.15,100,0.36,90
20.13,11.55,0.15,455,0.03,90
21.44,55.12,0.72,95,0.58,90
15.72,31.38,0.44,169,0.19,90
20.58,36.27,0.48,145,0.25,90
72.17,44.79,0.21,86,0.52,90
70.59,58.03,0.28,69,0.84,90
46.57,38.74,0.34,126,0.31,90
39.77,11.72,0.12,427,0.03,90
60.54,35.7,0.23,126,0.28,90
79.21,14.8,0.05,211,0.07,90
49.76,22.33,0.19,216,0.1,90
79.68,31.3,0.11,98,0.32,90
22.26,16.23,0.21,323,0.05,90
18.03,43.53,0.59,122,0.36,90
78.6,55.95,0.2,58,0.96,90
31.84,55.57,0.63,93,0.6,90
26.16,46.85,0.58,111,0.42,90
1.65,18.23,0.3,296,0.06,90
18.43,40.87,0.56,129,0.32,90
65.59,53.73,0.31,80,0.67,90
50.83,22.66,0.19,211,0.11,90
27.73,38.67,0.47,134,0.29,90
66.43,51.41,0.29,82,0.63,90
17.87,26.93,0.37,196,0.14,90
76.02,26.52,0.11,132,0.2,90
7.58,59.08,0.91,91,0.65,90
71.31,13.23,0.06,296,0.04,90
58.43,44.46,0.31,103,0.43,90
53.28,53.55,0.42,89,0.6,90
27.99,25.79,0.31,201,0.13,90
68.52,16.5,0.09,249,0.07,90
54.79,48.45,0.37,97,0.5,90
40.94,50.89,0.5,98,0.52,90
1.19,10.77,0.18,501,0.02,90
43.06,13.74,0.13,360,0.04,90
11.35,33.83,0.5,158,0.21,90
29.67,21.21,0.25,243,0.09,90
44.66,30.83,0.28,160,0.19,90
79.72,23.4,0.08,130,0.18,90
45.95,15.78,0.14,310,0.05,90
78.36,50.44,0.18,64,0.79,90
60.74,25.41,0.17,176,0.14,90
28.78,16.2,0.19,319,0.05,90
65.99,11.51,0.07,369,0.03,90
9.68,17.58,0.26,304,0.06,90
50.37,22.92,0.19,210,0.11,90
65.82,57.7,0.33,74,0.78,90
6.36,21.87,0.34,246,0.09,90
72.32,15.99,0.07,240,0.07,90
77.97,14.2,0.05,231,0.06,90
57.52,41.87,0.3,110,0.38,90
56.43,32.69,0.24,142,0.23,90
51.61,14.56,0.12,328,0.04,90
36.85,27.92,0.29,181,0.15,90
24.45,26.67,0.34,196,0.14,90
68.82,34.34,0.18,119,0.29,90
8.59,45.75,0.7,117,0.39,90
26.6,15.92,0.19,326,0.05,90
47,47.49,0.42,103,0.46,90
22.52,29.48,0.38,178,0.17,90
31.93,30.64,0.35,168,0.18,90
3.82,24.17,0.39,223,0.11,90
57.48,11.98,0.08,384,0.03,90
4.3,56.09,0.89,96,0.58,90
69.88,50.75,0.25,79,0.64,90
64.67,38.08,0.22,113,0.34,90
72.07,27.63,0.13,140,0.2,90
41.6,26.57,0.26,188,0.14,90
39.22,38.85,0.39,130,0.3,90
7.31,55.4,0.86,97,0.57,90
8.75,41.19,0.63,130,0.32,90
17.63,55.45,0.76,96,0.58,90
30.14,18.27,0.21,282,0.06,90
34.24,12.43,0.14,410,0.03,90
39.37,16.83,0.17,298,0.06,90
40.12,22.99,0.23,218,0.11,90
18.77,22.5,0.3,234,0.1,90
4.35,31.5,0.5,171,0.18,90
5.88,28.7,0.45,187,0.15,90
0.24,56.23,0.93,97,0.58,90
53.55,11.23,0.09,420,0.03,90
52.29,10.27,0.08,462,0.02,90
25.46,25.39,0.32,205,0.12,90
64.35,57.72,0.34,75,0.77,90
2.71,44.98,0.73,120,0.37,90
21.14,28.61,0.38,184,0.16,90
23.21,45.52,0.58,115,0.4,90
33.41,28.11,0.31,182,0.15,90
58.15,27.59,0.19,166,0.17,90
12.3,54.48,0.8,98,0.56,90
30.42,50.64,0.59,102,0.5,90
43.18,31.26,0.3,159,0.2,90
15.57,51.22,0.72,104,0.49,90
62.34,24.5,0.15,180,0.14,90
6.7,56.54,0.88,95,0.6,90
28.53,54.46,0.65,95,0.57,90
58.63,39.79,0.27,115,0.35,90
30.3,54.71,0.64,94,0.58,90
38.13,30.74,0.32,164,0.19,90
70.87,32.52,0.16,122,0.27,90
29.49,21.68,0.25,238,0.09,90
4.01,16.49,0.26,326,0.05,90
67.2,46.37,0.25,90,0.52,90
57.18,46.25,0.33,100,0.46,90
62.9,24.41,0.15,180,0.14,90
75.31,43.27,0.18,83,0.52,90
75.67,53.84,0.22,66,0.82,90
74.16,32.13,0.14,115,0.28,90
44.09,29.43,0.27,168,0.18,90
52.17,57.46,0.46,83,0.69,90
70.28,44.31,0.22,90,0.49,90
5.72,32.23,0.51,167,0.19,90
30.82,50.79,0.59,102,0.5,90
0.84,36.24,0.6,149,0.24,90
34.55,34.84,0.38,146,0.24,90
68.77,52,0.27,79,0.66,90
65.87,42.77,0.24,100,0.43,90
71.87,33.77,0.16,115,0.29,90
50.76,12.32,0.1,389,0.03,90
60.84,39.14,0.26,115,0.34,90
37.03,10.52,0.11,480,0.02,90
38.95,18.09,0.18,278,0.07,90
30.41,33.82,0.39,152,0.22,90
43.55,16.19,0.15,305,0.05,90
71.8,21.05,0.1,184,0.11,90
63.16,57.04,0.35,77,0.74,90
75.28,24.47,0.1,147,0.17,90
78.2,14.66,0.05,222,0.07,90
50.69,48.81,0.4,98,0.5,90
6.17,21.24,0.33,253,0.08,90
30.52,42.8,0.5,121,0.35,90
25.46,31.89,0.4,163,0.2,90
74.02,27.09,0.12,137,0.2,90
78.49,19.35,0.07,166,0.12,90
8.69,23.15,0.35,231,0.1,90
41.82,44.06,0.43,113,0.39,90
72.34,35.78,0.16,108,0.33,90
60.7,42.46,0.28,106,0.4,90
72.98,29.89,0.13,127,0.24,90
67.22,19.41,0.11,215,0.09,90
65.15,29.73,0.17,144,0.21,90
41.35,15.28,0.15,326,0.05,90
48.43,16.83,0.14,288,0.06,90
8.76,18.84,0.29,284,0.07,90
2.71,51.18,0.83,106,0.48,90
0.58,33.97,0.56,159,0.21,90
54.07,34.33,0.26,137,0.25,90
24.12,13.21,0.17,395,0.03,90
74.73,15.15,0.06,240,0.06,90
29.42,53.33,0.63,97,0.55,90
17.8,46.57,0.64,114,0.41,90
21.45,21.15,0.28,248,0.09,90
56.56,52.01,0.38,89,0.58,90
25.08,35.81,0.45,146,0.25,90
32.83,58.47,0.65,88,0.66,90
56.42,55.08,0.4,84,0.66,90
33.66,18.84,0.21,271,0.07,90
30.48,57.37,0.66,90,0.64,90
26.78,34.26,0.42,152,0.23,90
38.41,57.76,0.59,88,0.66,90
15.25,47.52,0.67,112,0.42,90
20.39,51.78,0.69,102,0.51,90
60.6,32.95,0.22,136,0.24,90
11.97,59.74,0.88,90,0.66,90
39.46,48.74,0.49,103,0.47,90
77.83,40.48,0.15,82,0.49,90
33.17,59.27,0.66,87,0.68,90
67.29,26.93,0.15,155,0.17,90
25.07,52.54,0.66,99,0.53,90
0.99,18.06,0.3,299,0.06,90
43.07,10.67,0.1,464,0.02,90
54.69,42.69,0.32,110,0.39,90
72.63,33.72,0.15,113,0.3,90
16.91,35.5,0.49,149,0.24,90
35.13,19.35,0.21,263,0.07,90
73.31,20.55,0.09,183,0.11,90
55.66,18.27,0.13,255,0.07,90
54.61,26.45,0.2,177,0.15,90
31.57,56.11,0.64,92,0.61,90
63.19,52.02,0.32,85,0.61,90
18.41,45.94,0.62,115,0.4,90
58.93,48.45,0.33,94,0.52,90
66.05,25.24,0.14,168,0.15,90
17.93,38.71,0.53,137,0.28,90
11.2,33.98,0.5,157,0.22,90
64.96,31.31,0.18,137,0.23,90
59.54,36.77,0.25,123,0.3,90
63.61,32.22,0.2,136,0.24,90
61.95,32.48,0.21,137,0.24,90
25.56,29.72,0.37,175,0.17,90
12.92,35.87,0.52,149,0.24,90
77.72,20.96,0.08,158,0.13,90
78.66,54.44,0.19,59,0.92,90
73.5,42.05,0.19,89,0.47,90
50.75,43.24,0.35,111,0.39,90
32.93,39.77,0.44,129,0.31,90
7.81,20.11,0.31,266,0.08,90
30.32,36.02,0.42,143,0.25,90
63.88,12.07,0.07,360,0.03,90
45.73,28.08,0.25,175,0.16,90
16.21,22.84,0.32,232,0.1,90
23.28,51.85,0.66,101,0.51,90
0.66,17.48,0.29,309,0.06,90
44.71,23.16,0.21,213,0.11,90
39.86,45.65,0.46,110,0.41,90
22.64,24.81,0.32,211,0.12,90
32.72,38.33,0.43,134,0.29,90
59.2,30.22,0.21,150,0.2,90
72.71,44.55,0.2,86,0.52,90
7.88,48.99,0.75,110,0.45,90
67.32,32.42,0.18,129,0.25,90
76.18,32.12,0.13,109,0.29,90
30.38,49.24,0.57,105,0.47,90
36.92,40.17,0.42,126,0.32,90
21.38,25.14,0.33,209,0.12,90
54.4,57.82,0.44,82,0.71,90
69.93,46.74,0.23,86,0.54,90
27.59,10.29,0.12,503,0.02,90
24.74,24.2,0.3,215,0.11,90
77.28,51.38,0.19,66,0.78,90
56.02,58.79,0.43,79,0.74,90
62.69,14.25,0.09,309,0.05,90
62.04,15.59,0.1,284,0.05,90
43.65,52.93,0.5,94,0.56,90
20.33,17.84,0.24,295,0.06,90
22.97,50.56,0.65,104,0.49,90
28.88,27.32,0.32,189,0.14,90
21.14,42.37,0.56,124,0.34,90
27.56,23.02,0.28,225,0.1,90
35.15,26.03,0.28,195,0.13,90
57.32,58.98,0.42,78,0.76,90
9.76,10.79,0.16,495,0.02,90
14.4,44.75,0.64,119,0.38,90
35.42,23.45,0.25,217,0.11,90
15.05,35.45,0.5,150,0.24,90
18.61,49.43,0.67,107,0.46,90
24.7,46.39,0.58,113,0.41,90
44.29,53.33,0.5,93,0.57,90
58.57,16.26,0.11,280,0.06,90
13.06,44.87,0.65,119,0.38,90
65.38,42.96,0.25,100,0.43,90
51.11,54.42,0.44,88,0.62,90
45.39,59.34,0.54,83,0.71,90
67.94,48.64,0.26,85,0.57,90
22.8,34.42,0.44,152,0.23,90
35.79,23.48,0.25,216,0.11,90
72.08,43.12,0.2,90,0.48,90
68.98,34.37,0.18,119,0.29,90
71.26,15.72,0.08,249,0.06,90
63.23,28.98,0.18,151,0.19,90
14.23,39.95,0.57,133,0.3,90
30.79,35.81,0.41,144,0.25,90
22.69,59.61,0.77,88,0.68,90
53.01,12.37,0.1,382,0.03,90
1.48,27.9,0.46,194,0.14,90
48.47,17.55,0.15,276,0.06,90
46.9,32.47,0.29,150,0.22,90
2.38,52.88,0.86,102,0.52,90
5.35,35.92,0.57,150,0.24,90
68.12,24.66,0.13,167,0.15,90
36.9,50.21,0.53,101,0.5,90
37.52,14.55,0.15,347,0.04,90
49.75,39.19,0.33,123,0.32,90
32.83,31.68,0.35,162,0.2,90
41.21,14.54,0.14,343,0.04,90
27.85,46.77,0.56,111,0.42,90
69.48,40.23,0.2,101,0.4,90
37.34,46.09,0.48,110,0.42,90
64.84,16.94,0.1,254,0.07,90
50.95,10.2,0.08,469,0.02,90
77.74,49.32,0.18,67,0.74,90
46.24,52.78,0.47,93,0.57,90
20.11,39.06,0.52,135,0.29,90
30.54,53.86,0.62,96,0.56,90
9.41,43.14,0.65,124,0.35,90
4.15,32,0.51,168,0.19,90
2.61,19.08,0.31,283,0.07,90
17.54,55.1,0.76,96,0.57,90
65.73,25.69,0.15,166,0.15,90
66.92,45.46,0.25,93,0.49,90
40.13,39.71,0.4,126,0.32,90
19.73,10.64,0.14,494,0.02,90
36.3,21.97,0.23,231,0.1,90
11.4,31.13,0.46,171,0.18,90
74.66,51.63,0.22,71,0.73,90
35.1,43.07,0.47,118,0.36,90
32.47,49.9,0.56,103,0.48,90
65.04,56.72,0.33,76,0.75,90
26.16,24.41,0.3,213,0.11,90
35.98,41.2,0.44,123,0.33,90
72.16,16.06,0.07,240,0.07,90
38.72,56.58,0.58,89,0.64,90
19.88,28.82,0.38,183,0.16,90
31.28,39.1,0.45,132,0.3,90
26.57,38.79,0.47,134,0.29,90
21.63,42.03,0.55,125,0.34,90
76.55,58.76,0.23,59,1,90
52.57,53.88,0.43,88,0.61,90
51.02,17.65,0.14,271,0.07,90
65.9,42.14,0.24,101,0.42,90
35.51,25.42,0.27,200,0.13,90
68.33,22.97,0.12,179,0.13,90
13.31,25.48,0.37,209,0.12,90
21.6,52,0.68,101,0.51,90
71.27,24.54,0.12,160,0.15,90
64.36,52.27,0.31,83,0.63,90
56.55,30.04,0.22,154,0.2,90
48.59,10.4,0.09,465,0.02,90
57.52,38.89,0.28,118,0.33,90
37.41,30.54,0.32,166,0.18,90
70.58,49.87,0.24,80,0.62,90
45.72,24.35,0.22,201,0.12,90
61.7,27.64,0.18,161,0.17,90
50.38,13.51,0.11,355,0.04,90
25.26,20.18,0.25,258,0.08,90
42.81,15.3,0.15,324,0.05,90
64.43,15.57,0.09,277,0.06,90
54.28,46.63,0.36,101,0.46,90
30.91,15.68,0.18,328,0.05,90
77.26,41.01,0.16,82,0.5,90
37.17,35.81,0.38,141,0.25,90
77.2,16.08,0.06,210,0.08,90
60.01,51.19,0.34,88,0.58,90
1.52,36.34,0.6,149,0.24,90
10.89,30.09,0.45,178,0.17,90
15.76,22.83,0.32,232,0.1,90
64.95,50.45,0.29,85,0.59,90
55.92,13.46,0.1,345,0.04,90
37.76,24.6,0.26,205,0.12,90
68.14,39.6,0.21,104,0.38,90
3.07,59.7,0.96,91,0.66,90
53.65,16.03,0.12,294,0.05,90
23.75,35.81,0.46,146,0.25,90
15.74,27.19,0.38,195,0.14,90
26.98,29.05,0.35,179,0.16,90
8.79,56.33,0.86,95,0.59,90
17.56,24.99,0.34,211,0.12,90
34.21,54.34,0.6,94,0.58,90
71.43,32.47,0.15,121,0.27,90
3.01,57.68,0.93,94,0.61,90
13.31,14.07,0.2,378,0.04,90
25.03,43.9,0.55,119,0.37,90
6.25,10.42,0.16,515,0.02,90
54.34,13.65,0.1,344,0.04,90
66.2,22.2,0.13,191,0.12,90
36.98,51.52,0.54,98,0.53,90
